Recency,Frequency,Monetary,Segment,R_Score,F_Score,M_Score,RFM_Score,Churn,CustomerID,Priority_Score,Priority_Level
252,1,151.5,Churn Likely,1,1,1,111,1,1831,25.64999999999999,Low
57,1,674.68,Regular,3,1,3,313,0,1832,326.24,High
183,1,307.9,Churn Likely,1,1,2,112,1,1833,117.65,High
10,2,1071.91,Regular,5,2,4,524,0,1834,534.5550000000001,High
1,37,5704.97,VIP,5,5,5,555,0,1835,2863.385,High
98,2,165.0,Regular,2,2,1,221,0,1836,63.49999999999999,Medium
0,4,2501.84,Loyal,5,4,5,545,0,1837,1252.1200000000001,High
60,2,422.64,Regular,3,2,2,322,0,1838,199.92,High
235,1,226.84,Churn Likely,1,1,1,111,1,1839,66.72,Medium
190,4,1431.78,Churn Likely,1,4,4,144,1,1840,679.09,High
178,2,1238.47,At Risk,2,2,4,224,0,1841,584.235,High
37,6,1454.58,Loyal,3,5,4,354,0,1842,721.6899999999999,High
200,2,300.95,Churn Likely,1,2,2,122,1,1843,111.07499999999999,High
45,5,1804.56,Loyal,3,4,4,344,0,1844,894.78,High
231,1,184.64,Churn Likely,1,1,1,111,1,1845,46.41999999999999,Medium
65,1,140.34,Regular,3,1,1,311,0,1846,57.47,Medium
240,1,313.8,Churn Likely,1,1,2,112,1,1847,109.20000000000002,High
232,1,454.24,Churn Likely,1,1,2,112,1,1848,181.02,High
77,3,1122.41,Regular,2,3,4,234,0,1849,546.705,High
57,3,575.4,Loyal,3,3,3,333,0,1850,277.2,High
16,13,8968.31,VIP,4,5,5,455,0,1851,4484.855,High
104,4,449.52,Regular,2,4,2,242,0,1852,205.15999999999997,High
51,10,1215.82,Loyal,3,5,4,354,0,1853,600.7099999999999,High
135,3,1269.84,At Risk,2,3,4,234,0,1854,608.8199999999999,High
274,2,618.63,Churn Likely,1,2,3,123,1,1855,255.115,High
311,1,316.26000000000005,Churn Likely,1,1,2,112,1,1856,96.23000000000003,High
7,5,2044.8700000000001,VIP,5,4,4,544,0,1857,1022.5350000000001,High
10,2,653.33,Regular,5,2,3,523,0,1858,325.26500000000004,High
282,2,348.05,Churn Likely,1,2,2,122,1,1859,118.225,High
17,5,1159.11,VIP,4,4,4,444,0,1860,577.655,High
22,3,1166.77,Loyal,4,3,4,434,0,1861,579.885,High
287,1,1340.32,Churn Likely,1,1,4,114,1,1862,613.06,High
16,3,292.0,Loyal,4,3,2,432,0,1863,143.70000000000002,High
70,1,216.85,Regular,3,1,1,311,0,1864,94.725,High
63,1,295.93,Regular,3,1,2,312,0,1865,135.66500000000002,High
72,4,4393.63,Regular,2,4,5,245,0,1866,2183.615,High
315,2,458.52,Churn Likely,1,2,2,122,1,1867,166.85999999999999,High
2,4,2479.16,Loyal,5,4,5,545,0,1868,1240.3799999999999,High
243,1,110.97,Churn Likely,1,1,1,111,1,1869,7.184999999999995,Low
8,7,979.72,VIP,5,5,4,554,0,1870,490.36,High
0,4,1791.56,Loyal,5,4,4,544,0,1871,896.98,High
260,1,251.21,Churn Likely,1,1,2,112,1,1872,73.905,High
126,1,205.1,At Risk,2,1,1,211,0,1873,77.64999999999999,High
73,1,152.20000000000002,Regular,2,1,1,211,0,1874,61.800000000000004,Medium
72,4,891.12,Regular,2,4,3,243,0,1875,432.36,High
20,3,1389.41,Loyal,4,3,4,434,0,1876,691.605,High
59,3,2128.42,Loyal,3,3,5,335,0,1877,1053.3100000000002,High
85,1,627.16,Regular,2,1,3,213,0,1878,296.88,High
77,1,122.75,Regular,2,1,1,211,0,1879,46.275,Medium
58,6,3624.35,Loyal,3,5,5,355,0,1880,1802.375,High
0,3,1071.73,Loyal,5,3,4,534,0,1881,536.765,High
29,1,125.80000000000001,Regular,4,1,1,411,0,1882,57.400000000000006,Medium
32,5,3964.88,Loyal,4,4,5,445,0,1883,1977.54,High
40,5,680.1800000000001,Loyal,3,4,3,343,0,1884,333.59000000000003,High
14,2,628.78,Regular,4,2,3,423,0,1885,312.19,High
33,7,2242.36,Loyal,3,5,5,355,0,1886,1116.68,High
78,2,307.76,Regular,2,2,2,222,0,1887,138.88,High
204,2,483.8,Churn Likely,1,2,2,122,1,1888,201.7,High
33,1,210.31,Regular,3,1,1,311,0,1889,98.855,High
182,3,269.09,Churn Likely,1,3,2,132,1,1890,99.04499999999999,High
1,25,5870.08,VIP,5,5,5,555,0,1891,2942.34,High
0,7,3444.39,VIP,5,5,5,555,0,1892,1724.2949999999998,High
42,7,1280.85,Loyal,3,5,4,354,0,1893,634.125,High
85,3,631.34,Regular,2,3,3,233,0,1894,299.57,High
39,2,276.06,Regular,3,2,2,322,0,1895,130.82999999999998,High
11,3,621.09,Loyal,5,3,3,533,0,1896,309.245,High
95,2,678.16,Regular,2,2,3,223,0,1897,320.68,High
25,7,918.2,VIP,4,5,3,453,0,1898,456.20000000000005,High
318,1,91.80000000000001,Churn Likely,1,1,1,111,1,1899,-17.4,Low
65,12,3740.07,Regular,3,5,5,355,0,1900,1860.635,High
73,4,4098.88,Regular,2,4,5,245,0,1901,2036.04,High
27,2,584.06,Regular,4,2,3,423,0,1902,287.23,High
5,4,594.52,Loyal,5,4,3,543,0,1903,297.46,High
6,1,171.42000000000002,Regular,5,1,1,511,0,1904,84.81,High
215,1,141.85999999999999,Churn Likely,1,1,1,111,1,1905,28.22999999999999,Low
81,3,1799.33,Regular,2,3,4,234,0,1906,884.3649999999999,High
83,2,777.53,Regular,2,2,3,223,0,1907,372.765,High
143,3,1724.67,At Risk,2,3,4,234,0,1908,834.635,High
18,2,240.22,Regular,4,2,1,421,0,1909,117.11,High
40,2,856.84,Regular,3,2,3,323,0,1910,421.02000000000004,High
172,1,187.05,At Risk,2,1,1,211,0,1911,59.425000000000004,Medium
16,2,338.62,Regular,4,2,2,422,0,1912,166.71,High
242,1,239.49,Churn Likely,1,1,1,111,1,1913,71.645,High
12,12,2088.94,VIP,5,5,5,555,0,1914,1045.6699999999998,High
205,1,1384.25,Churn Likely,1,1,4,114,1,1915,651.425,High
49,2,290.25,Regular,3,2,2,322,0,1916,135.92499999999998,High
22,5,732.0699999999999,VIP,4,4,3,443,0,1917,363.135,High
9,18,6717.34,VIP,5,5,5,555,0,1918,3362.27,High
24,4,1687.6000000000001,Loyal,4,4,4,444,0,1919,840.2000000000002,High
14,2,467.04,Regular,4,2,2,422,0,1920,231.32,High
308,1,118.0,Churn Likely,1,1,1,111,1,1921,-2.3000000000000043,Low
155,1,781.03,At Risk,2,1,3,213,0,1922,359.815,High
306,1,142.4,Churn Likely,1,1,1,111,1,1923,10.299999999999997,Low
63,1,712.4,Regular,3,1,3,313,0,1924,343.9,High
15,9,2478.95,VIP,4,5,5,455,0,1925,1239.175,High
14,2,379.65,Regular,4,2,2,422,0,1926,187.62499999999997,High
10,6,1981.92,VIP,5,5,4,554,0,1927,990.76,High
64,3,1117.13,Regular,3,3,4,334,0,1928,546.6650000000001,High
35,4,247.95999999999998,Loyal,3,4,1,341,0,1929,118.17999999999999,High
107,5,2011.88,Regular,2,4,4,244,0,1930,986.0400000000001,High
52,1,396.97,Regular,3,1,2,312,0,1931,188.38500000000002,High
5,2,664.11,Regular,5,2,3,523,0,1932,331.65500000000003,High
46,1,160.04,Regular,3,1,1,311,0,1933,71.11999999999999,High
0,21,5149.92,VIP,5,5,5,555,0,1934,2581.26,High
311,1,219.52,Churn Likely,1,1,1,111,1,1935,47.86,Medium
44,2,693.32,Regular,3,2,3,323,0,1936,338.46000000000004,High
64,1,428.89,Regular,3,1,2,312,0,1937,201.945,High
25,1,164.34,Regular,4,1,1,411,0,1938,77.47,High
28,3,276.75,Loyal,4,3,2,432,0,1939,133.675,High
39,1,675.51,Regular,3,1,3,313,0,1940,330.255,High
11,7,1082.33,VIP,5,5,4,554,0,1941,541.0649999999999,High
88,3,1154.4,Regular,2,3,4,234,0,1942,560.5,High
23,4,1585.46,Loyal,4,4,4,444,0,1943,789.33,High
318,1,417.69,Churn Likely,1,1,2,112,1,1944,145.54500000000002,High
39,3,544.18,Loyal,3,3,3,333,0,1945,265.18999999999994,High
173,1,177.34,At Risk,2,1,1,211,0,1946,54.37,Medium
116,1,213.85,Regular,2,1,1,211,0,1947,84.02499999999999,High
30,5,727.74,VIP,4,4,3,443,0,1948,359.37,High
252,1,257.23,Churn Likely,1,1,2,112,1,1949,78.51500000000001,High
58,5,1638.47,Loyal,3,4,4,344,0,1950,809.135,High
22,11,7792.36,VIP,4,5,5,455,0,1951,3895.08,High
4,7,2031.78,VIP,5,5,4,554,0,1952,1017.19,High
99,11,3070.42,Regular,2,5,5,255,0,1953,1518.71,High
24,5,2118.93,VIP,4,4,5,445,0,1954,1056.165,High
32,5,1547.3600000000001,Loyal,4,4,4,444,0,1955,768.7800000000001,High
67,1,1071.03,Regular,3,1,4,314,0,1956,522.415,High
36,5,949.12,Loyal,3,4,4,344,0,1957,468.86,High
51,3,804.3,Loyal,3,3,3,333,0,1958,392.84999999999997,High
15,1,122.64,Regular,4,1,1,411,0,1959,58.62,Medium
73,1,1033.34,Regular,2,1,4,214,0,1960,502.3699999999999,High
215,1,312.28,Churn Likely,1,1,2,112,1,1961,113.44,High
30,3,519.44,Loyal,4,3,3,433,0,1962,254.62,High
15,4,2624.26,Loyal,4,4,5,445,0,1963,1310.3300000000002,High
119,1,252.1,Regular,2,1,2,212,0,1964,102.55,High
9,4,1648.1200000000001,Loyal,5,4,4,544,0,1965,823.4600000000002,High
256,2,346.6,Churn Likely,1,2,2,122,1,1966,122.7,High
16,6,1836.34,VIP,4,5,4,454,0,1967,916.7699999999999,High
34,2,94.2,Regular,3,2,1,321,0,1968,40.900000000000006,Medium
45,3,1095.08,Loyal,3,3,4,334,0,1969,539.4399999999999,High
42,6,2707.33,Loyal,3,5,5,355,0,1970,1347.0649999999998,High
113,2,932.97,Regular,2,2,3,223,0,1971,444.485,High
164,2,379.65,At Risk,2,2,2,222,0,1972,157.62499999999997,High
10,2,382.14,Regular,5,2,2,522,0,1973,189.67,High
9,5,2639.17,VIP,5,4,5,545,0,1974,1319.285,High
205,2,1563.0,Churn Likely,1,2,4,124,1,1975,741.1,High
85,3,881.26,Regular,2,3,3,233,0,1976,424.53,High
178,1,189.47,At Risk,2,1,1,211,0,1977,59.434999999999995,Medium
59,3,84.65,Loyal,3,3,1,331,0,1978,31.425,Low
148,1,299.05,At Risk,2,1,2,212,0,1979,120.22500000000002,High
2,21,6309.83,VIP,5,5,5,555,0,1980,3160.815,High
50,2,218.55,Regular,3,2,1,321,0,1981,99.875,High
74,1,349.7,Regular,2,1,2,212,0,1982,160.35,High
300,2,186.39000000000001,Churn Likely,1,2,1,121,1,1983,33.795,Low
18,2,387.44,Regular,4,2,2,422,0,1984,190.72,High
150,2,486.82000000000005,At Risk,2,2,2,222,0,1985,214.01000000000002,High
151,1,232.6,At Risk,2,1,1,211,0,1986,86.39999999999999,High
0,4,3719.12,Loyal,5,4,5,545,0,1987,1860.76,High
17,4,827.83,Loyal,4,4,3,443,0,1988,411.71500000000003,High
186,1,59.5,Churn Likely,1,1,1,111,1,1989,-7.150000000000002,Low
285,1,65.13,Churn Likely,1,1,1,111,1,1990,-24.135000000000005,Low
2,7,3119.44,VIP,5,5,5,555,0,1991,1561.4199999999998,High
182,1,72.0,Churn Likely,1,1,1,111,1,1992,-0.10000000000000142,Low
62,1,910.0,Regular,3,1,3,313,0,1993,442.90000000000003,High
58,1,172.25,Regular,3,1,1,311,0,1994,74.82499999999999,High
24,3,1488.32,Loyal,4,3,4,434,0,1995,740.26,High
3,50,65039.62,VIP,5,5,5,555,0,1996,32534.210000000003,High
30,15,2504.13,VIP,4,5,5,455,0,1997,1250.565,High
38,1,151.29999999999998,Regular,3,1,1,311,0,1998,68.35,Medium
154,1,308.58000000000004,At Risk,2,1,2,212,0,1999,123.79000000000003,High
25,10,2248.63,VIP,4,5,5,455,0,2000,1122.315,High
317,1,99.5,Churn Likely,1,1,1,111,1,2001,-13.350000000000009,Low
4,9,2308.06,VIP,5,5,5,555,0,2002,1155.93,High
7,3,711.86,Loyal,5,3,3,533,0,2003,355.43,High
302,1,330.79,Churn Likely,1,1,2,112,1,2004,105.29500000000002,High
266,2,806.41,Churn Likely,1,2,3,123,1,2005,350.605,High
270,1,285.33,Churn Likely,1,1,2,112,1,2006,88.965,High
3,13,6307.650000000001,VIP,5,5,5,555,0,2007,3157.1250000000005,High
31,1,180.48,Regular,4,1,1,411,0,2008,84.33999999999999,High
218,2,252.06,Churn Likely,1,2,2,122,1,2009,83.03,High
246,1,228.84,Churn Likely,1,1,1,111,1,2010,65.52,Medium
280,5,1077.39,Churn Likely,1,4,4,144,1,2011,484.19500000000005,High
268,1,138.28,Churn Likely,1,1,1,111,1,2012,15.839999999999996,Low
31,6,1445.01,Loyal,4,5,4,454,0,2013,718.1049999999999,High
245,2,306.55,Churn Likely,1,2,2,122,1,2014,104.875,High
14,5,1041.68,VIP,4,4,4,444,0,2015,519.5400000000001,High
116,4,799.9,Regular,2,4,3,243,0,2016,377.95,High
35,1,524.14,Regular,3,1,3,313,0,2017,255.37,High
131,3,2375.41,At Risk,2,3,5,235,0,2018,1162.405,High
216,1,199.85000000000002,Churn Likely,1,1,1,111,1,2019,57.025000000000006,Medium
49,8,1980.56,Loyal,3,5,4,354,0,2020,982.88,High
38,2,1079.6599999999999,Regular,3,2,4,324,0,2021,532.8299999999999,High
28,2,333.48,Regular,4,2,2,422,0,2022,161.74,High
36,6,1016.14,Loyal,3,5,4,354,0,2023,502.67,High
135,2,752.6,At Risk,2,2,3,223,0,2024,349.90000000000003,High
218,2,610.59,Churn Likely,1,2,3,123,1,2025,262.295,High
27,1,491.86,Regular,4,1,3,413,0,2026,240.83,High
24,4,2883.54,Loyal,4,4,5,445,0,2027,1438.17,High
4,2,729.8,Regular,5,2,3,523,0,2028,364.7,High
199,1,339.59999999999997,Churn Likely,1,1,2,112,1,2029,130.29999999999998,High
17,1,216.9,Regular,4,1,1,411,0,2030,105.35,High
240,1,350.75,Churn Likely,1,1,2,112,1,2031,127.67500000000001,High
71,3,668.4300000000001,Regular,3,3,3,333,0,2032,320.915,High
16,12,3107.87,VIP,4,5,5,455,0,2033,1554.3349999999998,High
2,7,1341.6,VIP,5,5,4,554,0,2034,672.5,High
94,2,1080.52,Regular,2,2,4,224,0,2035,522.0600000000001,High
161,1,300.04,At Risk,2,1,2,212,0,2036,118.12000000000002,High
373,1,79.6,Lost,1,1,1,111,1,2037,-34.500000000000014,Low
95,5,948.25,Regular,2,4,4,244,0,2038,456.625,High
53,5,1647.26,Loyal,3,4,4,344,0,2039,814.53,High
287,1,296.25,Churn Likely,1,1,2,112,1,2040,91.025,High
123,6,1175.38,At Risk,2,5,4,254,0,2041,564.89,High
287,1,741.26,Churn Likely,1,1,3,113,1,2042,313.53,High
151,2,282.59999999999997,At Risk,2,2,2,222,0,2043,111.69999999999997,High
3,9,2108.06,VIP,5,5,5,555,0,2044,1056.13,High
1,14,5189.52,VIP,5,5,5,555,0,2045,2598.76,High
11,7,3190.55,VIP,5,5,5,555,0,2046,1595.175,High
32,2,659.4100000000001,Regular,4,2,3,423,0,2047,323.9050000000001,High
53,2,286.79,Regular,3,2,2,322,0,2048,133.395,High
49,2,1070.65,Regular,3,2,4,324,0,2049,526.1250000000001,High
218,1,306.72,Churn Likely,1,1,2,112,1,2050,110.06000000000003,High
62,1,1714.96,Regular,3,1,4,314,0,2051,845.38,High
70,3,1519.42,Regular,3,3,4,334,0,2052,746.61,High
1,37,17220.36,VIP,5,5,5,555,0,2053,8621.08,High
1,10,2796.51,VIP,5,5,5,555,0,2054,1401.055,High
63,4,2634.45,Regular,3,4,5,345,0,2055,1305.825,High
33,3,1122.63,Loyal,3,3,4,334,0,2056,555.615,High
81,1,345.0,Regular,2,1,2,212,0,2057,156.60000000000002,High
0,33,25977.16,VIP,5,5,5,555,0,2058,12998.48,High
102,1,178.7,Regular,2,1,1,211,0,2059,69.24999999999999,Medium
6,2,360.01,Regular,5,2,2,522,0,2060,179.405,High
250,1,127.84,Churn Likely,1,1,1,111,1,2061,14.219999999999999,Low
12,6,908.86,VIP,5,5,3,553,0,2062,453.83000000000004,High
9,11,2462.79,VIP,5,5,5,555,0,2063,1232.895,High
366,1,230.39999999999998,Lost,1,1,1,111,1,2064,42.29999999999998,Medium
75,2,309.04,Regular,2,2,2,222,0,2065,140.12,High
3,1,348.8,Regular,5,1,2,512,0,2066,174.10000000000002,High
127,2,1516.0,At Risk,2,2,4,224,0,2067,733.2,High
65,2,195.55,Regular,3,2,1,321,0,2068,85.375,High
0,57,37153.85,VIP,5,5,5,555,0,2069,18594.024999999998,High
116,2,688.86,Regular,2,2,3,223,0,2070,321.83000000000004,High
309,1,558.32,Churn Likely,1,1,3,113,1,2071,217.66000000000003,High
66,1,324.8,Regular,3,1,2,312,0,2072,149.50000000000003,High
138,3,4599.42,At Risk,2,3,5,235,0,2073,2273.01,High
254,1,277.07,Churn Likely,1,1,2,112,1,2074,88.035,High
30,7,2588.39,VIP,4,5,5,455,0,2075,1290.2949999999998,High
51,2,924.6,Regular,3,2,3,323,0,2076,452.70000000000005,High
63,1,256.38,Regular,3,1,2,312,0,2077,115.89000000000001,High
366,1,112.6,Lost,1,1,1,111,1,2078,-16.60000000000001,Low
5,5,1747.66,VIP,5,4,4,544,0,2079,874.33,High
304,1,155.05,Churn Likely,1,1,1,111,1,2080,17.025,Low
28,3,1499.01,Loyal,4,3,4,434,0,2081,744.805,High
183,3,814.5,Churn Likely,1,3,3,133,1,2082,371.54999999999995,High
41,3,539.0,Loyal,3,3,3,333,0,2083,262.2,High
39,4,1366.8600000000001,Loyal,3,4,4,344,0,2084,676.8300000000002,High
91,2,1579.12,Regular,2,2,4,224,0,2085,771.9599999999999,High
21,4,4027.36,Loyal,4,4,5,445,0,2086,2010.68,High
23,2,571.6700000000001,Regular,4,2,3,423,0,2087,281.83500000000004,High
28,2,382.98,Regular,4,2,2,422,0,2088,186.49,High
301,3,1140.35,Churn Likely,1,3,4,134,1,2089,510.87499999999994,High
144,2,385.64,At Risk,2,2,2,222,0,2090,164.61999999999998,High
5,2,632.0,Regular,5,2,3,523,0,2091,315.6,High
18,2,957.66,Regular,4,2,4,424,0,2092,475.83,High
32,5,1698.94,Loyal,4,4,4,444,0,2093,844.57,High
175,1,189.5,At Risk,2,1,1,211,0,2094,60.05,Medium
57,3,409.8,Loyal,3,3,2,332,0,2095,194.4,High
21,1,209.49,Regular,4,1,1,411,0,2096,100.845,High
15,6,2198.45,VIP,4,5,5,455,0,2097,1098.0249999999999,High
18,1,52.199999999999996,Regular,4,1,1,411,0,2098,22.799999999999997,Low
158,1,383.85,At Risk,2,1,2,212,0,2099,160.62500000000003,High
24,4,834.57,Loyal,4,4,3,443,0,2100,413.685,High
211,2,266.59000000000003,Churn Likely,1,2,2,122,1,2101,91.69500000000001,High
5,4,674.82,Loyal,5,4,3,543,0,2102,337.61,High
252,1,85.0,Churn Likely,1,1,1,111,1,2103,-7.6000000000000085,Low
58,9,3385.62,Loyal,3,5,5,355,0,2104,1683.91,High
10,1,361.62,Regular,5,1,2,512,0,2105,179.11,High
64,1,312.98,Regular,3,1,2,312,0,2106,143.99,High
24,3,865.0600000000001,Loyal,4,3,3,433,0,2107,428.63,High
91,3,1255.0,Regular,2,3,4,234,0,2108,610.1999999999999,High
51,2,1537.95,Regular,3,2,4,324,0,2109,759.375,High
128,1,1595.48,At Risk,2,1,4,214,0,2110,772.4399999999999,High
95,3,2651.46,Regular,2,3,5,235,0,2111,1307.63,High
56,1,1090.14,Regular,3,1,4,314,0,2112,534.17,High
8,25,8109.5199999999995,VIP,5,5,5,555,0,2113,4060.66,High
168,3,388.5,At Risk,2,3,2,232,0,2114,161.55,High
56,1,216.17,Regular,3,1,1,311,0,2115,97.18499999999999,High
325,1,201.16,Churn Likely,1,1,1,111,1,2116,35.879999999999995,Low
0,5,1245.9,VIP,5,4,4,544,0,2117,624.45,High
17,8,2209.36,VIP,4,5,5,455,0,2118,1103.68,High
247,1,305.78,Churn Likely,1,1,2,112,1,2119,103.78999999999999,High
57,4,501.56,Loyal,3,4,3,343,0,2120,240.57999999999998,High
73,1,145.67000000000002,Regular,2,1,1,211,0,2121,58.535000000000004,Medium
30,3,1005.09,Loyal,4,3,4,434,0,2122,497.445,High
6,2,3192.54,Regular,5,2,5,525,0,2123,1595.6699999999998,High
122,4,3083.65,At Risk,2,4,5,245,0,2124,1518.625,High
1,8,2770.94,VIP,5,5,5,555,0,2125,1387.67,High
22,13,6403.25,VIP,4,5,5,455,0,2126,3201.125,High
119,3,389.6,Regular,2,3,2,232,0,2127,171.9,High
357,1,540.45,Churn Likely,1,1,3,113,1,2128,199.12500000000003,High
53,5,1786.79,Loyal,3,4,4,344,0,2129,884.295,High
63,1,122.7,Regular,3,1,1,311,0,2130,49.05,Medium
85,1,117.24,Regular,2,1,1,211,0,2131,41.919999999999995,Medium
54,1,1271.57,Regular,3,1,4,314,0,2132,625.285,High
20,13,3219.77,VIP,4,5,5,455,0,2133,1609.785,High
3,20,17159.52,VIP,5,5,5,555,0,2134,8585.16,High
2,5,1191.13,VIP,5,4,4,544,0,2135,596.6650000000001,High
10,5,2674.48,VIP,5,4,5,545,0,2136,1336.74,High
6,5,787.6,VIP,5,4,3,543,0,2137,394.1,High
188,2,506.8,Churn Likely,1,2,3,123,1,2138,216.4,High
70,1,243.56,Regular,3,1,1,311,0,2139,108.08,High
203,1,349.55,Churn Likely,1,1,2,112,1,2140,134.47500000000002,High
119,2,595.67,Regular,2,2,3,223,0,2141,274.635,High
92,1,416.90000000000003,Regular,2,1,2,212,0,2142,190.35000000000002,High
0,10,1883.8100000000002,VIP,5,5,4,554,0,2143,944.9050000000001,High
26,4,632.97,Loyal,4,4,3,443,0,2144,312.485,High
297,1,821.1,Churn Likely,1,1,3,113,1,2145,351.45000000000005,High
23,3,564.62,Loyal,4,3,3,433,0,2146,278.60999999999996,High
27,4,2593.07,Loyal,4,4,5,445,0,2147,1292.335,High
49,1,311.16,Regular,3,1,2,312,0,2148,146.08,High
325,1,155.93,Churn Likely,1,1,1,111,1,2149,13.265,Low
15,2,388.52,Regular,4,2,2,422,0,2150,191.85999999999999,High
182,3,740.95,Churn Likely,1,3,3,133,1,2151,334.975,High
71,5,2867.2,Regular,3,4,5,345,0,2152,1420.8999999999999,High
36,2,332.64,Regular,3,2,2,322,0,2153,159.72,High
79,4,2369.55,Regular,2,4,5,245,0,2154,1170.1750000000002,High
56,9,2580.91,Loyal,3,5,5,355,0,2155,1281.955,High
11,2,626.45,Regular,5,2,3,523,0,2156,311.62500000000006,High
49,2,272.04,Regular,3,2,2,322,0,2157,126.82000000000001,High
49,2,1212.8400000000001,Regular,3,2,4,324,0,2158,597.2200000000001,High
58,2,384.81,Regular,3,2,2,322,0,2159,181.405,High
351,1,172.25,Churn Likely,1,1,1,111,1,2160,16.224999999999994,Low
53,1,351.13,Regular,3,1,2,312,0,2161,165.26500000000001,High
1,6,1838.8500000000001,VIP,5,5,4,554,0,2162,921.025,High
92,4,678.25,Regular,2,4,3,243,0,2163,321.925,High
22,1,223.85000000000002,Regular,4,1,1,411,0,2164,107.825,High
74,1,348.99,Regular,2,1,2,212,0,2165,159.995,High
10,4,464.57,Loyal,5,4,2,542,0,2166,231.48499999999999,High
168,2,842.65,At Risk,2,2,3,223,0,2167,388.325,High
57,2,337.34,Regular,3,2,2,322,0,2168,157.86999999999998,High
95,2,1237.53,Regular,2,2,4,224,0,2169,600.365,High
294,1,307.4,Churn Likely,1,1,2,112,1,2170,95.19999999999999,High
108,2,608.7900000000001,Regular,2,2,3,223,0,2171,283.39500000000004,High
263,1,922.1,Churn Likely,1,1,3,113,1,2172,408.75,High
179,1,376.58,At Risk,1,1,2,112,0,2173,152.79,High
168,1,158.85,At Risk,2,1,1,211,0,2174,46.12499999999999,Medium
34,1,71.66,Regular,3,1,1,311,0,2175,29.329999999999995,Low
22,3,568.55,Loyal,4,3,3,433,0,2176,280.775,High
16,4,839.14,Loyal,4,4,3,443,0,2177,417.57,High
21,5,5112.96,VIP,4,4,5,445,0,2178,2553.78,High
78,3,561.5699999999999,Regular,2,3,3,233,0,2179,266.0849999999999,High
64,1,90.6,Regular,3,1,1,311,0,2180,32.8,Low
360,1,102.0,Churn Likely,1,1,1,111,1,2181,-20.700000000000003,Low
2,6,2427.32,VIP,5,5,5,555,0,2182,1215.06,High
10,4,745.06,Loyal,5,4,3,543,0,2183,371.72999999999996,High
175,3,674.45,At Risk,2,3,3,233,0,2184,303.125,High
217,2,3251.071,Churn Likely,1,2,5,125,1,2185,1582.7354999999998,High
6,7,3515.68,VIP,5,5,5,555,0,2186,1758.7399999999998,High
1,2,439.92,Regular,5,3,2,532,0,2187,220.36,High
153,2,322.96,At Risk,2,3,2,232,0,2188,131.48,High
4,5,1019.27,VIP,5,4,4,544,0,2189,510.335,High
78,3,594.04,Regular,2,3,3,233,0,2190,282.31999999999994,High
20,2,230.22,Regular,4,3,1,431,0,2191,111.71,High
21,2,169.55,Regular,4,3,1,431,0,2192,81.175,High
307,4,664.54,Churn Likely,1,4,3,143,1,2193,272.06999999999994,High
145,1,80.7,At Risk,2,1,1,211,0,2194,11.649999999999999,Low
6,18,9024.17,VIP,5,5,5,555,0,2195,4516.285,High
18,8,2758.26,VIP,4,5,5,455,0,2196,1377.9300000000003,High
70,2,190.25,Regular,3,3,1,331,0,2197,81.725,High
286,1,264.7,Churn Likely,1,1,2,112,1,2198,75.45,High
48,1,413.59000000000003,Regular,3,1,2,312,0,2199,197.49500000000003,High
30,6,2461.2400000000002,VIP,4,5,5,455,0,2200,1226.42,High
206,1,357.98,Churn Likely,1,1,2,112,1,2201,138.09000000000003,High
14,2,196.79000000000002,Regular,4,3,1,431,0,2202,96.19500000000001,High
72,1,869.87,Regular,2,1,3,213,0,2203,420.83500000000004,High
59,1,200.14,Regular,3,1,1,311,0,2204,88.57,High
38,4,1871.81,Loyal,3,4,4,344,0,2205,929.505,High
29,12,2603.43,VIP,4,5,5,455,0,2206,1299.5149999999999,High
26,5,920.51,VIP,4,4,3,443,0,2207,456.555,High
3,15,7060.13,VIP,5,5,5,555,0,2208,3533.965,High
16,1,320.46,Regular,4,1,2,412,0,2209,157.33,High
19,6,4147.96,VIP,4,5,5,455,0,2210,2071.98,High
65,2,1266.08,Regular,3,3,4,334,0,2211,620.64,High
212,1,311.3,Churn Likely,1,1,2,112,1,2212,113.55000000000001,High
11,6,852.88,VIP,5,5,3,553,0,2213,426.04,High
29,1,76.8,Regular,4,1,1,411,0,2214,32.89999999999999,Low
42,9,3466.36,Loyal,3,5,5,355,0,2215,1727.48,High
3,6,2274.14,VIP,5,5,5,555,0,2216,1138.27,High
14,5,1393.69,VIP,4,4,4,444,0,2217,695.5450000000001,High
9,12,3901.81,VIP,5,5,5,555,0,2218,1952.705,High
210,1,635.66,Churn Likely,1,1,3,113,1,2219,276.13,High
45,3,2043.0800000000002,Loyal,3,3,4,334,0,2220,1013.44,High
133,2,529.73,At Risk,2,3,3,233,0,2221,238.86500000000004,High
42,7,4582.64,Loyal,3,5,5,355,0,2222,2285.02,High
9,5,2874.72,VIP,5,4,5,545,0,2223,1437.06,High
115,3,962.19,Regular,2,3,4,234,0,2224,458.995,High
197,2,695.61,Churn Likely,1,3,3,133,1,2225,309.005,High
277,1,328.8,Churn Likely,1,1,2,112,1,2226,109.30000000000001,High
109,3,473.02,Regular,2,3,2,232,0,2227,215.60999999999999,High
76,1,505.18,Regular,2,1,3,213,0,2228,237.69000000000003,High
52,1,917.34,Regular,3,1,3,313,0,2229,448.57000000000005,High
161,4,4341.21,At Risk,2,4,5,245,0,2230,2139.605,High
